@relation clustering_1_clustered

@attribute Instance_number numeric
@attribute requests/s numeric
@attribute processtime numeric
@attribute queuetime numeric
@attribute sendtime numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1834,1888.50539,0.003129,0.002233,0.000098,cluster2
1835,1864.467025,0.002938,0.000408,0.000125,cluster2
1836,1885.679173,0.002685,0.000849,0.000108,cluster2
1837,1952.387489,0.002982,0.007594,0.000141,cluster2
1838,1869.132318,0.002817,0.001793,0.000195,cluster2
1839,1953.535788,0.002851,0.000702,0.000133,cluster2
1840,1937.639463,0.002942,0.003705,0.000138,cluster2
1841,1891.720036,0.002956,0.002686,0.000112,cluster2
1842,1911.416538,0.003079,0.00287,0.000126,cluster2
1843,1922.726249,0.002925,0.002195,0.000133,cluster2
1844,1960.126676,0.002745,0.000869,0.000194,cluster2
1845,1893.486227,0.003003,0.005164,0.0002,cluster2
1846,1938.942469,0.003082,0.004404,0.000156,cluster2
1847,1886.945302,0.002232,0.000878,0.000087,cluster2
1848,1873.278438,0.002217,0.000214,0.000107,cluster2
1849,1995.427771,0.002169,0.0002,0.000153,cluster2
1850,1976.275842,0.002212,0.000182,0.000126,cluster2
1851,2032.827503,0.002136,0.000202,0.000118,cluster2
1852,2070.12655,0.002025,0.000243,0.000106,cluster2
1853,1990.799439,0.002185,0.000259,0.000138,cluster2
1854,2049.379789,0.002175,0.000437,0.00014,cluster2
1855,2073.827431,0.002182,0.000218,0.000141,cluster2
1856,2007.994051,0.002849,0.001659,0.000132,cluster2
1857,2004.249837,0.002639,0.000784,0.000146,cluster2
1858,2001.755907,0.002988,0.00337,0.000206,cluster2
1859,2029.366849,0.002655,0.000257,0.000144,cluster2
1860,2074.990546,0.002723,0.001058,0.000145,cluster2
1861,1943.34253,0.002737,0.002335,0.000173,cluster2
1862,2037.158142,0.002793,0.00179,0.000159,cluster2
1863,2029.847893,0.003084,0.007312,0.000148,cluster2
1864,2040.357498,0.002851,0.001847,0.000119,cluster2
1865,1996.885901,0.003276,0.004443,0.000123,cluster2
1866,2053.381509,0.002687,0.000566,0.000144,cluster2
1867,2069.076705,0.002865,0.001587,0.00018,cluster2
1868,2059.610016,0.002691,0.002144,0.000133,cluster2
1869,2116.762341,0.00289,0.003325,0.000141,cluster2
1870,2056.220009,0.002961,0.003433,0.000165,cluster2
1871,2132.344563,0.00284,0.000658,0.000123,cluster2
1872,2197.394825,0.003361,0.009214,0.000164,cluster2
1873,2187.565644,0.003683,0.016103,0.000186,cluster1
1874,2202.808507,0.002988,0.001773,0.000157,cluster2
1875,2137.145081,0.002914,0.000754,0.000152,cluster2
1876,2173.084333,0.003651,0.012843,0.000167,cluster1
1877,2201.306133,0.00323,0.006561,0.000159,cluster2
1878,2234.386444,0.003218,0.00916,0.000179,cluster2
1879,2196.720946,0.002984,0.003531,0.000165,cluster2
1880,2274.799138,0.003477,0.009556,0.000131,cluster1
1881,2195.265209,0.003062,0.002585,0.00014,cluster2
1882,2155.036172,0.003239,0.003122,0.000163,cluster2
1883,2124.506852,0.0045,0.024637,0.000175,cluster1
1884,2167.987101,0.003476,0.008618,0.000145,cluster2
1885,2187.662086,0.003186,0.002815,0.000124,cluster2
1886,2270.109805,0.003172,0.00384,0.000176,cluster2
1887,2123.635093,0.003333,0.012029,0.000149,cluster2
1888,2198.106592,0.003358,0.005266,0.000149,cluster2
1889,2068.639698,0.003235,0.003255,0.000156,cluster2
1890,2194.095118,0.002958,0.001815,0.000135,cluster2
1891,2147.512664,0.00338,0.005349,0.000148,cluster2
1892,2122.729852,0.003098,0.009375,0.000153,cluster2
1893,2119.584773,0.002139,0.000243,0.000127,cluster2
1894,2167.056724,0.00303,0.003038,0.000105,cluster2
1895,2226.315293,0.003173,0.005237,0.000123,cluster2
1896,2219.787937,0.003291,0.012447,0.000102,cluster1
1897,2244.79437,0.003077,0.002877,0.000139,cluster2
1898,2121.187292,0.00279,0.000638,0.000114,cluster2
1899,2252.386489,0.002085,0.000237,0.000099,cluster2
1900,2181.239109,0.00281,0.001083,0.000162,cluster2
1901,2191.133766,0.003362,0.005728,0.000122,cluster2
1902,2211.942763,0.003111,0.004879,0.000159,cluster2
1903,2121.523128,0.003979,0.016649,0.000131,cluster1
1904,2184.883132,0.003717,0.008507,0.000157,cluster1
1905,2155.32711,0.003511,0.008439,0.000166,cluster2
1906,2255.938069,0.003191,0.002708,0.000192,cluster2
1907,2222.90656,0.002578,0.000933,0.00014,cluster2
1908,2196.917902,0.002879,0.004524,0.000167,cluster2
1909,2218.925624,0.002462,0.001047,0.000113,cluster2
1910,2232.825715,0.002297,0.000353,0.000106,cluster2
1911,2206.162882,0.003207,0.007801,0.000112,cluster2
1912,2123.908099,0.003227,0.004931,0.000165,cluster2
1913,2242.673341,0.003612,0.014563,0.000128,cluster1
1914,2159.066493,0.003598,0.013967,0.000126,cluster1
1915,2201.045207,0.003716,0.01131,0.000137,cluster1
1916,2233.369163,0.003262,0.004749,0.000177,cluster2
1917,2084.944669,0.003627,0.01364,0.000161,cluster1
1918,2120.912472,0.004229,0.019715,0.000163,cluster1
1919,2115.073217,0.004438,0.019506,0.000141,cluster1
1920,2102.855439,0.00423,0.017147,0.000175,cluster1
1921,2139.808557,0.003056,0.003373,0.000192,cluster2
1922,2224.054051,0.003393,0.009815,0.000129,cluster1
1923,2138.587733,0.002813,0.000927,0.000157,cluster2
1924,2190.374707,0.00353,0.012477,0.000156,cluster1
1925,2115.242345,0.003565,0.006914,0.000142,cluster2
1926,2197.139197,0.003765,0.012305,0.000121,cluster1
1927,2161.616722,0.00345,0.009924,0.00012,cluster1
1928,2186.395888,0.004005,0.014738,0.000113,cluster1
1929,2114.346863,0.00349,0.008907,0.000164,cluster2
1930,2264.483467,0.003876,0.012796,0.000138,cluster1
1931,2186.615456,0.003141,0.003679,0.000095,cluster2
1932,2222.523199,0.003185,0.006257,0.000123,cluster2
1933,2186.542406,0.0038,0.009797,0.000109,cluster1
1934,2244.699732,0.003621,0.008963,0.000152,cluster1
1935,2184.321678,0.003377,0.004491,0.000149,cluster2
1936,2230.038981,0.003206,0.004966,0.000123,cluster2
1937,2190.940366,0.003203,0.002983,0.000131,cluster2
1938,2214.849536,0.003391,0.006159,0.000158,cluster2
1939,2218.413924,0.003454,0.007889,0.000116,cluster2
1940,2297.935638,0.003547,0.009222,0.000118,cluster1
1941,2317.653307,0.003921,0.017345,0.000097,cluster1
1942,2314.969187,0.003529,0.009027,0.000112,cluster1
1943,2327.253722,0.003419,0.007682,0.000149,cluster1
1944,2283.292353,0.003312,0.005005,0.000118,cluster2
1945,2298.820636,0.003624,0.010336,0.000137,cluster1
1946,2231.27747,0.003535,0.009413,0.000128,cluster1
1947,2199.908631,0.003894,0.012,0.000117,cluster1
1948,2118.68347,0.004457,0.021384,0.000154,cluster1
1949,2243.05252,0.003531,0.007611,0.000155,cluster1
1950,2233.391231,0.00388,0.011991,0.000148,cluster1
1951,2227.206745,0.003439,0.004877,0.000124,cluster2
1952,2200.191684,0.00329,0.003875,0.000189,cluster2
1953,2179.905891,0.003465,0.005207,0.00015,cluster2
1954,2161.518413,0.003349,0.00434,0.000166,cluster2
1955,2289.818207,0.003694,0.008294,0.000147,cluster1
1956,2230.360121,0.003723,0.007234,0.000141,cluster1
1957,2233.754574,0.003741,0.009047,0.000216,cluster1
1958,2190.959794,0.003843,0.011806,0.000184,cluster1
1959,2214.515274,0.004345,0.022116,0.000124,cluster1
1960,2215.486829,0.003721,0.014345,0.000173,cluster1
1961,2150.940672,0.00453,0.024773,0.000126,cluster1
1962,2255.880805,0.004188,0.020088,0.000117,cluster1
1963,2286.503486,0.004519,0.023924,0.000111,cluster1
1964,2245.274537,0.004073,0.016725,0.000134,cluster1
1965,2284.798877,0.003549,0.012103,0.000119,cluster1
1966,2245.358471,0.004121,0.012033,0.000176,cluster1
1967,2153.939372,0.004809,0.027128,0.000164,cluster1
1968,2270.904368,0.00424,0.017992,0.000129,cluster1
1969,2308.676215,0.00343,0.004501,0.000129,cluster2
1970,2289.546605,0.003503,0.004378,0.000147,cluster2
1971,2274.133207,0.004108,0.013515,0.000154,cluster1
1972,2289.846958,0.004229,0.018919,0.000133,cluster1
1973,2260.12217,0.003694,0.009815,0.000152,cluster1
1974,2207.918723,0.004815,0.025553,0.000149,cluster1
1975,2197.337706,0.004782,0.028413,0.000158,cluster1
1976,2139.684249,0.004521,0.020768,0.000175,cluster1
1977,2164.099117,0.005274,0.034602,0.000119,cluster1
1978,2139.712179,0.004585,0.026954,0.000097,cluster1
1979,2176.081136,0.005388,0.036941,0.000089,cluster1
1980,2196.415919,0.004293,0.018366,0.000124,cluster1
1981,2234.925003,0.004538,0.024337,0.000136,cluster1
1982,2194.178328,0.004473,0.024303,0.000099,cluster1
1983,2240.210986,0.003512,0.00532,0.000133,cluster2
1984,2277.449228,0.003259,0.006448,0.000132,cluster2
1985,2249.456497,0.003336,0.00488,0.000135,cluster2
1986,2217.786364,0.002677,0.00344,0.000096,cluster2
1987,2215.017959,0.00395,0.013362,0.000122,cluster1
1988,2197.682874,0.002678,0.000527,0.000133,cluster2
1989,2268.661319,0.003926,0.014668,0.000161,cluster1
1990,2393.028825,0.002977,0.008269,0.000099,cluster2
1991,2223.754136,0.003554,0.014591,0.00012,cluster1
1992,2357.644396,0.004205,0.020019,0.000131,cluster1
1993,2273.317924,0.003809,0.012957,0.00016,cluster1
1994,2215.084365,0.003318,0.006902,0.000126,cluster2
1995,2260.754402,0.00349,0.01057,0.000123,cluster1
1996,2196.396791,0.003871,0.014003,0.000113,cluster1
1997,2203.355489,0.003807,0.011904,0.000128,cluster1
1998,2258.209469,0.003215,0.005905,0.000162,cluster2
1999,2243.100953,0.00326,0.008663,0.000096,cluster2
2000,2270.133626,0.003602,0.011155,0.00012,cluster1
2001,2319.257189,0.002325,0.001255,0.000108,cluster2
2002,2290.322084,0.002888,0.003605,0.000141,cluster2
2003,2331.522317,0.002664,0.003142,0.000096,cluster2
2004,2281.074195,0.001997,0.000298,0.000073,cluster2
2005,2278.131716,0.002086,0.000221,0.000095,cluster2
2006,2228.294823,0.00206,0.001988,0.000113,cluster2
2007,2231.32627,0.002373,0.003548,0.0001,cluster2
2008,2251.165129,0.001979,0.000176,0.000071,cluster2
2009,2320.319409,0.002302,0.000775,0.0001,cluster2
2010,2215.660869,0.002145,0.000244,0.000105,cluster2
2011,2192.950489,0.004052,0.015271,0.000179,cluster1
2012,2160.138024,0.004849,0.025547,0.00013,cluster1
2013,2265.316765,0.003466,0.009368,0.000139,cluster1
2014,2209.835467,0.003309,0.005472,0.000133,cluster2
2015,2255.295021,0.003658,0.01204,0.000107,cluster1
2016,2250.497547,0.003915,0.014745,0.000107,cluster1
2017,2250.236801,0.003279,0.006248,0.000105,cluster2
2018,2204.931125,0.004256,0.022716,0.000125,cluster1
2019,2278.575782,0.004,0.016262,0.000089,cluster1
2020,2271.75816,0.003335,0.006304,0.000112,cluster2
2021,2299.519303,0.003405,0.012743,0.000195,cluster1
2022,2370.305115,0.002315,0.002146,0.000105,cluster2
2023,2323.30885,0.003375,0.009085,0.000108,cluster1
2024,2398.116668,0.002805,0.003397,0.00012,cluster2
2025,2357.549852,0.002481,0.003573,0.000125,cluster2
2026,2194.809588,0.003927,0.019405,0.000105,cluster1
2027,2212.347525,0.003463,0.00931,0.000115,cluster1
2028,2326.308826,0.003899,0.012867,0.000114,cluster1
2029,2280.879331,0.003414,0.009234,0.000094,cluster1
2030,2330.398218,0.003234,0.011977,0.000116,cluster1
2031,2262.173435,0.004452,0.0308,0.000125,cluster1
2032,2342.838875,0.003328,0.019366,0.000094,cluster1
2033,2350.971305,0.002983,0.009125,0.000098,cluster2
2034,2377.764687,0.002779,0.004826,0.00009,cluster2
2035,2353.944822,0.002265,0.003894,0.000095,cluster2
2036,2382.504289,0.002112,0.000817,0.000101,cluster2
2037,2368.171313,0.00207,0.000227,0.000079,cluster2
2038,2357.260679,0.002071,0.00023,0.000101,cluster2
2039,2330.177532,0.002024,0.000401,0.000096,cluster2
2040,2286.114897,0.002541,0.001543,0.000117,cluster2
2041,2293.623892,0.002418,0.002302,0.000098,cluster2
2042,2321.748051,0.003487,0.01063,0.000118,cluster1
2043,2298.182507,0.004051,0.018168,0.00016,cluster1
2044,2256.84003,0.003935,0.01038,0.000143,cluster1
2045,2213.680285,0.003354,0.006395,0.000103,cluster2
2046,2267.398108,0.003889,0.013865,0.000153,cluster1
2047,2281.898926,0.003737,0.012602,0.000114,cluster1
2048,2238.929151,0.003995,0.015684,0.000112,cluster1
2049,2268.798879,0.004507,0.025058,0.000117,cluster1
2050,2385.877834,0.002279,0.000509,0.000085,cluster2
2051,2297.262229,0.003838,0.019233,0.000087,cluster1
2052,2327.738858,0.004275,0.019103,0.000115,cluster1
2053,2309.996171,0.004325,0.018027,0.000119,cluster1
2054,2263.964687,0.002924,0.004434,0.000192,cluster2
2055,2301.43315,0.003475,0.008286,0.000152,cluster1
2056,2261.35213,0.004017,0.013488,0.000149,cluster1
2057,2227.047183,0.003822,0.016808,0.000213,cluster1
2058,2247.631856,0.003178,0.006956,0.000113,cluster2
2059,2298.393248,0.00387,0.012266,0.000118,cluster1
2060,2220.626184,0.004781,0.025217,0.000123,cluster1
2061,2225.090911,0.005093,0.031329,0.000152,cluster1
2062,2382.022569,0.004147,0.022557,0.000136,cluster1
2063,2404.071788,0.003705,0.011781,0.00014,cluster1
2064,2385.012132,0.004467,0.022324,0.00014,cluster1
2065,2195.541239,0.004285,0.019868,0.000152,cluster1
2066,2340.022907,0.003443,0.006428,0.000166,cluster1
2067,2314.558691,0.003254,0.005007,0.00012,cluster2
2068,2273.561873,0.004513,0.024113,0.000142,cluster1
2069,2410.048555,0.003765,0.009926,0.000132,cluster1
2070,2324.196595,0.003717,0.013896,0.000128,cluster1
2071,2247.215283,0.004742,0.024915,0.000137,cluster1
2072,2214.557086,0.004444,0.023186,0.000147,cluster1
2073,2324.492049,0.003603,0.007436,0.000163,cluster1
2074,2276.158084,0.003796,0.011748,0.00017,cluster1
2075,2316.007412,0.00376,0.009291,0.000134,cluster1
2076,2285.896433,0.004634,0.02582,0.000146,cluster1
2077,2349.60846,0.004156,0.01904,0.000121,cluster1
2078,2399.883393,0.004154,0.019284,0.00011,cluster1
2079,2467.709297,0.00413,0.01876,0.000127,cluster1
2080,2167.648741,0.005177,0.03802,0.00013,cluster1
2081,2251.462094,0.004769,0.030042,0.000123,cluster1
2082,2288.788561,0.004476,0.022651,0.00014,cluster1
2083,2314.750845,0.004062,0.015447,0.000138,cluster1
2084,2307.658355,0.004521,0.021166,0.000124,cluster1
2085,2359.185678,0.003861,0.016344,0.000153,cluster1
2086,2303.481499,0.00473,0.02373,0.00015,cluster1
2087,2364.877333,0.003851,0.014414,0.000173,cluster1
2088,2444.483473,0.004003,0.018659,0.000116,cluster1
2089,2405.890125,0.003658,0.012608,0.000214,cluster1
2090,2367.575005,0.003797,0.014869,0.000115,cluster1
2091,2364.99321,0.003733,0.013073,0.000129,cluster1
2092,2417.955791,0.004343,0.020546,0.000168,cluster1
2093,2386.954586,0.004605,0.026862,0.000156,cluster1
2094,2317.502855,0.004847,0.029619,0.000124,cluster1
2095,2368.076467,0.004427,0.024463,0.000119,cluster1
2096,2351.165956,0.003595,0.012472,0.00015,cluster1
2097,2382.419349,0.00456,0.022266,0.000128,cluster1
2098,2272.882842,0.004928,0.030818,0.000104,cluster1
2099,2386.210238,0.003564,0.015009,0.000117,cluster1
2100,2480.977828,0.002655,0.00288,0.000118,cluster2
2101,2356.849557,0.003262,0.010547,0.000142,cluster1
2102,2393.103801,0.00373,0.012344,0.000137,cluster1
2103,2341.924004,0.002905,0.002115,0.000128,cluster2
2104,2386.751519,0.003181,0.006683,0.000122,cluster2
2105,2330.062847,0.003574,0.009152,0.000128,cluster1
2106,2338.487052,0.003552,0.009786,0.000122,cluster1
2107,2328.580097,0.003046,0.005049,0.000125,cluster2
2108,2355.822004,0.003147,0.002131,0.000385,cluster2
2109,2468.892243,0.002318,0.000289,0.000103,cluster2
2110,2453.828102,0.002301,0.000976,0.000112,cluster2
2111,2303.409956,0.003746,0.013792,0.000099,cluster1
2112,2364.004422,0.00251,0.004362,0.000041,cluster2
2113,2321.561866,0.002083,0.001455,0.000022,cluster2
2114,2177.663924,0.005216,0.037545,0.000058,cluster1
2115,2314.064292,0.004186,0.016184,0.000203,cluster1
2116,2308.243754,0.003976,0.013189,0.000134,cluster1
2117,2364.936753,0.003275,0.005522,0.000216,cluster2
2118,2303.318732,0.003377,0.008639,0.000114,cluster1
2119,2279.515902,0.003861,0.01138,0.000132,cluster1
2120,2277.041668,0.003587,0.010757,0.000124,cluster1
2121,2142.176999,0.005257,0.03797,0.000131,cluster1
2122,2212.792169,0.004999,0.030217,0.000119,cluster1
2123,2218.983809,0.003344,0.009011,0.00016,cluster2
2124,2196.201275,0.00372,0.012938,0.00011,cluster1
2125,2194.395593,0.003411,0.009726,0.000142,cluster1
2126,2153.933328,0.003985,0.014591,0.000156,cluster1
2127,2160.175408,0.003821,0.009829,0.000136,cluster1
2128,2144.153588,0.003176,0.006711,0.000136,cluster2
2129,2139.401605,0.003078,0.004559,0.000146,cluster2
2130,2129.547272,0.003598,0.005774,0.000157,cluster2
2131,2158.754206,0.003903,0.008571,0.000176,cluster1
2132,2185.56691,0.003739,0.010734,0.000159,cluster1
2133,2163.371324,0.003648,0.00647,0.000106,cluster1
2134,2125.548736,0.003501,0.008003,0.000116,cluster2
2135,2126.710593,0.003832,0.010099,0.000152,cluster1
2136,2105.37852,0.004362,0.022234,0.000108,cluster1
2137,2073.473308,0.003838,0.01542,0.000114,cluster1
2138,2153.126443,0.003288,0.009616,0.000097,cluster2
2139,2121.246311,0.002085,0.000745,0.00008,cluster2
2140,2170.360021,0.002169,0.001032,0.000121,cluster2
2141,2082.355747,0.002142,0.000201,0.00009,cluster2
2142,2121.708183,0.002096,0.000315,0.000122,cluster2
2143,2080.38999,0.003218,0.010402,0.000129,cluster2
2144,1994.172399,0.00335,0.006041,0.000192,cluster2
2145,2050.659549,0.003321,0.003512,0.000123,cluster2
2146,1992.431538,0.003423,0.00775,0.000119,cluster2
2147,1954.578189,0.003421,0.00823,0.00016,cluster2
2148,1990.412311,0.00362,0.012203,0.00012,cluster1
2149,1986.652193,0.003688,0.009827,0.000159,cluster2
2150,1957.868666,0.004258,0.021996,0.000119,cluster1
2151,1972.728411,0.003587,0.010202,0.000101,cluster2
2152,2014.655805,0.003798,0.011983,0.000108,cluster1
2153,1920.120884,0.003202,0.004147,0.000114,cluster2
2154,1956.717566,0.003292,0.007649,0.000076,cluster2
2155,1940.905062,0.003743,0.008025,0.000096,cluster2
2156,1845.455489,0.002932,0.004676,0.000116,cluster2
2157,1883.486889,0.002489,0.00147,0.000111,cluster2
2158,1926.020295,0.003239,0.007336,0.00011,cluster2
2159,1852.65315,0.00314,0.006512,0.000098,cluster2
2160,1875.316434,0.003196,0.005926,0.000137,cluster2
2161,1896.842069,0.003038,0.00499,0.000131,cluster2
2162,1871.30509,0.004066,0.014357,0.000197,cluster1
2163,1898.810378,0.004182,0.014044,0.000111,cluster1
2164,1846.773053,0.003604,0.007983,0.000116,cluster2
2165,1838.321505,0.003656,0.00771,0.000165,cluster2
2166,1805.542548,0.004832,0.022585,0.000141,cluster1
2167,1776.296133,0.003442,0.009236,0.00015,cluster2
2168,1783.128137,0.00301,0.001978,0.000118,cluster2
2169,1809.113871,0.003035,0.001581,0.000124,cluster2
2170,1762.734933,0.003213,0.00622,0.000125,cluster2
2171,1699.539967,0.003532,0.005933,0.000154,cluster2
2172,1727.882259,0.003033,0.005774,0.000132,cluster2
2173,1708.386668,0.002463,0.000229,0.000111,cluster2
2174,1684.166674,0.003237,0.004941,0.000145,cluster2
2175,1777.851467,0.003233,0.005029,0.000158,cluster2
2176,1690.50263,0.002926,0.001576,0.000131,cluster2
2177,1678.321333,0.002472,0.001265,0.000128,cluster2
2178,1625.223645,0.00284,0.000897,0.000126,cluster0
2179,1653.807475,0.003179,0.006283,0.000143,cluster2
2180,1649.220954,0.003161,0.004454,0.000127,cluster2
2181,1624.744801,0.002838,0.003053,0.000127,cluster2
2182,1698.637602,0.002588,0.001552,0.000127,cluster2
2183,1635.915208,0.002549,0.000551,0.00012,cluster0
2184,1593.280363,0.001977,0.000244,0.000128,cluster0
2185,1620.913757,0.00208,0.000193,0.000132,cluster0
2186,1541.171401,0.003066,0.002518,0.000149,cluster0
2187,1480.336144,0.002398,0.000352,0.000109,cluster0
2188,1477.744917,0.002135,0.000479,0.000098,cluster0
2189,1468.134935,0.002273,0.000257,0.00009,cluster0
2190,1493.292822,0.002366,0.003377,0.000127,cluster0
2191,1468.636748,0.002789,0.003741,0.000107,cluster0
2192,1508.361245,0.003198,0.003249,0.000132,cluster0
2193,1498.196879,0.002082,0.000418,0.000079,cluster0
2194,1492.625396,0.00183,0.000124,0.000078,cluster0
2195,1424.34825,0.001896,0.000124,0.000106,cluster0
2196,1454.858554,0.002107,0.000977,0.000089,cluster0
2197,1444.493826,0.002516,0.001159,0.00011,cluster0
2198,1519.89355,0.003536,0.011134,0.000145,cluster0
2199,1497.907952,0.003089,0.00485,0.000109,cluster0
2200,1473.687342,0.00257,0.000704,0.000127,cluster0
2201,1391.604149,0.002025,0.000169,0.000125,cluster0
2202,1504.40111,0.002861,0.002171,0.000131,cluster0
2203,1434.469905,0.003218,0.004955,0.000111,cluster0
2204,1373.781077,0.002547,0.001321,0.000116,cluster0
2205,1425.668455,0.003192,0.004346,0.00014,cluster0
2206,1337.115314,0.003129,0.004556,0.000161,cluster0
2207,1349.058348,0.002542,0.0022,0.000097,cluster0
2208,1375.048065,0.00305,0.004823,0.000081,cluster0
2209,1396.954312,0.00299,0.00178,0.000131,cluster0
2210,1411.349999,0.003217,0.005149,0.000149,cluster0
2211,1366.008965,0.003171,0.004812,0.000121,cluster0
2212,1290.820206,0.002628,0.000246,0.000126,cluster0
2213,1200.135855,0.002468,0.000267,0.000096,cluster0
2214,1348.808926,0.003003,0.001598,0.000143,cluster0
2215,1320.686737,0.003086,0.005415,0.000126,cluster0
2216,1311.986111,0.002561,0.000943,0.00013,cluster0
2217,1301.696804,0.002176,0.000658,0.000087,cluster0
2218,1276.105341,0.001942,0.00015,0.000076,cluster0
2219,1294.698637,0.002124,0.000193,0.000072,cluster0
2220,1380.539053,0.002002,0.00014,0.000103,cluster0
2221,1388.452479,0.001968,0.000128,0.000068,cluster0
2222,1250.774333,0.001992,0.000136,0.000091,cluster0
2223,1429.140271,0.002014,0.00016,0.000098,cluster0
2224,1314.997709,0.001958,0.000122,0.000066,cluster0
2225,1301.465575,0.001964,0.000116,0.000058,cluster0
2226,1296.302692,0.002042,0.000137,0.000083,cluster0
2227,1300.239228,0.002461,0.00214,0.000089,cluster0
2228,1344.94541,0.002714,0.001826,0.000129,cluster0
2229,1316.139476,0.003163,0.005147,0.000103,cluster0
2230,1352.580213,0.002963,0.004972,0.000159,cluster0
2231,1260.347325,0.002542,0.002604,0.000083,cluster0
2232,1342.726674,0.002173,0.000962,0.000098,cluster0
2233,1257.169485,0.002123,0.000135,0.000073,cluster0
2234,1282.674227,0.002166,0.000156,0.00011,cluster0
2235,1346.697733,0.002078,0.000118,0.000091,cluster0
2236,1284.881671,0.002304,0.000209,0.000091,cluster0
2237,1296.474674,0.002067,0.000112,0.000071,cluster0
2238,1328.23374,0.00206,0.000654,0.000105,cluster0
2239,1320.806608,0.002018,0.000369,0.000103,cluster0
2240,1338.572206,0.001984,0.000131,0.000115,cluster0
2241,1384.89683,0.001913,0.000298,0.000074,cluster0
2242,1334.309316,0.001849,0.000151,0.000093,cluster0
2243,1329.509874,0.002001,0.000323,0.000069,cluster0
2244,1277.919989,0.001943,0.000127,0.000095,cluster0
2245,1286.931455,0.002099,0.000158,0.000094,cluster0
2246,1284.094776,0.001936,0.000352,0.000063,cluster0
2247,1292.908051,0.001927,0.000091,0.000077,cluster0
2248,1338.506976,0.002102,0.000503,0.000092,cluster0
2249,1199.093038,0.001905,0.000212,0.000091,cluster0
2250,1239.521154,0.002011,0.000121,0.00007,cluster0
2251,1303.4322,0.002183,0.000251,0.000071,cluster0
2252,1258.477456,0.002046,0.000195,0.000106,cluster0
2253,1314.609228,0.002015,0.000112,0.00011,cluster0
2254,1276.866018,0.001888,0.000142,0.000082,cluster0
2255,1262.987632,0.002024,0.000116,0.000091,cluster0
2256,1331.614868,0.003142,0.005981,0.00011,cluster0
2257,1291.068312,0.002065,0.000151,0.000085,cluster0
2258,1349.357578,0.001949,0.000113,0.000079,cluster0
2259,1323.096208,0.002327,0.001053,0.000114,cluster0
2260,1256.943054,0.002133,0.000128,0.000094,cluster0
2261,1335.194859,0.002125,0.000111,0.000093,cluster0
2262,1267.69637,0.002751,0.001629,0.00011,cluster0
2263,1358.146184,0.002457,0.001738,0.000114,cluster0
2264,1291.490942,0.002253,0.001913,0.000079,cluster0
2265,1314.68628,0.002024,0.000104,0.000079,cluster0
2266,1274.432061,0.001989,0.000773,0.00007,cluster0
2267,1290.61766,0.001877,0.000127,0.000068,cluster0
2268,1284.657193,0.002081,0.000109,0.000092,cluster0
2269,1302.541853,0.0021,0.000116,0.000072,cluster0
2270,1244.144473,0.0028,0.001166,0.000101,cluster0
2271,1264.644591,0.003278,0.006647,0.000128,cluster0
2272,1306.879234,0.002072,0.000118,0.000081,cluster0
2273,1263.321461,0.002286,0.00122,0.000063,cluster0
2274,1263.768179,0.002195,0.000136,0.000115,cluster0
2275,1333.194533,0.002212,0.000137,0.000118,cluster0
2276,1316.361263,0.002053,0.000134,0.000097,cluster0
2277,1310.845435,0.002018,0.000214,0.000078,cluster0
2278,1262.834834,0.002316,0.000835,0.000083,cluster0
2279,1245.725293,0.002112,0.000308,0.000086,cluster0
2280,1262.033783,0.002032,0.000109,0.000073,cluster0
2281,1277.548714,0.001861,0.000106,0.000093,cluster0
2282,1231.894636,0.002193,0.00013,0.000078,cluster0
2283,1291.174875,0.002151,0.00014,0.0001,cluster0
2284,1263.361987,0.002563,0.001893,0.000112,cluster0
2285,1241.895516,0.00253,0.00433,0.000093,cluster0
2286,1264.335267,0.001991,0.000706,0.00008,cluster0
2287,1226.261472,0.001977,0.000222,0.00008,cluster0
2288,1303.490314,0.002147,0.00087,0.000071,cluster0
2289,1236.32405,0.001921,0.000097,0.000085,cluster0
2290,1245.387057,0.001835,0.000135,0.000092,cluster0
2291,1222.276234,0.002052,0.000194,0.000067,cluster0
2292,1199.719326,0.001974,0.000151,0.000091,cluster0
2293,1190.547665,0.001958,0.000113,0.000085,cluster0
2294,1195.159502,0.001816,0.000083,0.000069,cluster0
2295,1189.462687,0.002057,0.000113,0.000075,cluster0
2296,1281.253056,0.002142,0.000178,0.000115,cluster0
2297,1191.003686,0.001946,0.000347,0.000068,cluster0
2298,1172.103229,0.002136,0.000287,0.00013,cluster0
2299,1171.326701,0.001779,0.000078,0.000083,cluster0
2300,1264.113953,0.002971,0.002586,0.000101,cluster0
2301,1226.208052,0.002942,0.002548,0.000119,cluster0
2302,1215.019856,0.003053,0.004686,0.000097,cluster0
2303,1218.365132,0.002782,0.001992,0.000125,cluster0
2304,1190.1945,0.002122,0.000112,0.000087,cluster0
2305,1192.304988,0.002438,0.001693,0.000097,cluster0
2306,1164.01935,0.002159,0.000138,0.000079,cluster0
2307,1199.578797,0.003153,0.004189,0.00011,cluster0
2308,1234.514926,0.002402,0.000256,0.000091,cluster0
2309,1178.3486,0.002391,0.00018,0.000103,cluster0
2310,1205.987079,0.002197,0.000682,0.000083,cluster0
2311,1268.052411,0.002117,0.000162,0.000089,cluster0
2312,1214.766889,0.002205,0.000168,0.000091,cluster0
