@relation clustering_1_clustered

@attribute Instance_number numeric
@attribute requests/s numeric
@attribute processtime numeric
@attribute queuetime numeric
@attribute sendtime numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1373,2442.464061,0.004229,0.019386,0.000175,cluster1
1374,2489.960054,0.004869,0.031003,0.000159,cluster1
1375,2535.89142,0.004296,0.021569,0.00015,cluster1
1376,2418.509148,0.005045,0.035395,0.000124,cluster1
1377,2513.956763,0.004081,0.01578,0.000158,cluster1
1378,2529.345638,0.003746,0.02061,0.000138,cluster1
1379,2597.215222,0.003936,0.015801,0.000152,cluster1
1380,2643.781113,0.002501,0.001959,0.000112,cluster2
1381,2639.143485,0.002686,0.004947,0.000102,cluster2
1382,2581.150415,0.004152,0.021034,0.000141,cluster1
1383,2606.441574,0.004032,0.014403,0.000122,cluster1
1384,2571.486622,0.003898,0.016336,0.000144,cluster1
1385,2497.141901,0.003737,0.011435,0.000163,cluster1
1386,2515.556771,0.004081,0.016527,0.000149,cluster1
1387,2506.907506,0.00415,0.019415,0.000147,cluster1
1388,2477.771852,0.004241,0.026039,0.000117,cluster1
1389,2398.220268,0.004622,0.031567,0.000103,cluster1
1390,2504.532174,0.004351,0.023302,0.000138,cluster1
1391,2408.05938,0.004072,0.017838,0.000139,cluster1
1392,2404.154379,0.003612,0.009942,0.000154,cluster1
1393,2393.011819,0.003831,0.010614,0.000148,cluster1
1394,2451.543752,0.003946,0.012959,0.000128,cluster1
1395,2456.606062,0.003621,0.01041,0.000115,cluster1
1396,2485.76665,0.00403,0.016688,0.000149,cluster1
1397,2476.201082,0.003641,0.009661,0.000133,cluster1
1398,2393.152341,0.003503,0.007497,0.000139,cluster1
1399,2399.406822,0.00436,0.023489,0.000116,cluster1
1400,2401.903813,0.003794,0.012387,0.000155,cluster1
1401,2395.251978,0.004383,0.021806,0.00014,cluster1
1402,2401.173738,0.004042,0.015672,0.000128,cluster1
1403,2383.790983,0.003683,0.011931,0.000116,cluster1
1404,2392.709336,0.003884,0.014053,0.000107,cluster1
1405,2282.380414,0.004788,0.028166,0.000102,cluster1
1406,2299.18532,0.005396,0.04046,0.000109,cluster1
1407,2298.627509,0.004721,0.029263,0.000102,cluster1
1408,2283.145838,0.003892,0.014115,0.000108,cluster1
1409,2325.801492,0.003033,0.003879,0.000114,cluster2
1410,2295.713562,0.003793,0.01288,0.000136,cluster1
1411,2253.570049,0.003755,0.009485,0.000135,cluster1
1412,2278.36014,0.003618,0.010422,0.000179,cluster1
1413,2243.237895,0.004081,0.014286,0.00017,cluster1
1414,2298.910814,0.00411,0.015196,0.00015,cluster1
1415,2286.753409,0.003652,0.007959,0.000171,cluster1
1416,2267.711246,0.004081,0.016145,0.000124,cluster1
1417,2246.719861,0.003648,0.010081,0.000138,cluster1
1418,2260.34635,0.003741,0.012378,0.000125,cluster1
1419,2198.847523,0.003825,0.013126,0.000104,cluster1
1420,2255.593305,0.004186,0.016973,0.000125,cluster1
1421,2158.91614,0.004161,0.01631,0.000117,cluster1
1422,2196.655594,0.002854,0.004817,0.000127,cluster2
1423,2211.548163,0.003673,0.00995,0.000132,cluster1
1424,2150.855302,0.002427,0.001482,0.000139,cluster2
1425,2175.057711,0.00236,0.000716,0.000097,cluster2
1426,2174.156223,0.003263,0.006659,0.000102,cluster2
1427,2077.292668,0.004437,0.020258,0.000144,cluster1
1428,2042.418166,0.00402,0.018662,0.000121,cluster1
1429,2111.282831,0.003357,0.00647,0.000123,cluster2
1430,2091.465161,0.004045,0.014903,0.00015,cluster1
1431,2068.262632,0.003691,0.008209,0.000137,cluster1
1432,2016.224818,0.00354,0.005208,0.000125,cluster2
1433,2010.045515,0.00346,0.006412,0.000145,cluster2
1434,1971.41626,0.004537,0.018088,0.000121,cluster1
1435,2001.079474,0.003226,0.004834,0.000141,cluster2
1436,1979.731258,0.002157,0.000343,0.000129,cluster2
1437,1895.657476,0.002966,0.005119,0.000138,cluster2
1438,1975.021514,0.003767,0.010503,0.000105,cluster1
1439,1877.666261,0.002061,0.000291,0.000153,cluster2
1440,1960.050539,0.002622,0.002204,0.000149,cluster2
1441,2008.956034,0.002121,0.000512,0.00016,cluster2
1442,2055.346776,0.002018,0.000406,0.000131,cluster2
1443,2006.976411,0.002369,0.001135,0.000122,cluster2
1444,2029.1189,0.002214,0.00021,0.000126,cluster2
1445,1952.660713,0.002842,0.003473,0.000176,cluster2
1446,1982.026381,0.002204,0.000316,0.000132,cluster2
1447,1934.703816,0.00226,0.000508,0.000102,cluster2
1448,1933.61885,0.002131,0.000197,0.000112,cluster2
1449,1970.165296,0.002129,0.000638,0.000179,cluster2
1450,1870.558145,0.002161,0.000225,0.000126,cluster2
1451,1837.151408,0.002223,0.000789,0.000085,cluster2
1452,1804.967223,0.002187,0.000314,0.000116,cluster2
1453,1891.11868,0.002167,0.001733,0.000129,cluster2
1454,1858.110071,0.002309,0.00025,0.000111,cluster2
1455,1815.010245,0.002061,0.000153,0.000144,cluster2
1456,1912.398499,0.002274,0.001229,0.0001,cluster2
1457,1742.117168,0.001936,0.000208,0.000104,cluster2
1458,1769.84208,0.002151,0.000525,0.000107,cluster2
1459,1853.170269,0.002228,0.001879,0.000097,cluster2
1460,1818.237257,0.002812,0.002623,0.000107,cluster2
1461,1742.1002,0.003456,0.005042,0.000138,cluster2
1462,1777.090149,0.003914,0.011398,0.000128,cluster1
1463,1762.860742,0.00215,0.001553,0.000094,cluster2
1464,1746.886542,0.002086,0.000426,0.000105,cluster2
1465,1687.36737,0.002103,0.000698,0.000098,cluster0
1466,1660.225756,0.002525,0.001948,0.000105,cluster0
1467,1611.271403,0.002496,0.002988,0.000104,cluster0
1468,1611.50466,0.002117,0.000348,0.000094,cluster0
1469,1576.07867,0.002131,0.000507,0.000072,cluster0
1470,1608.110565,0.002078,0.00016,0.000133,cluster0
1471,1599.48043,0.002334,0.000282,0.000122,cluster0
1472,1631.398899,0.002746,0.001867,0.000176,cluster2
1473,1572.368436,0.002132,0.001421,0.000101,cluster0
1474,1605.804973,0.003095,0.002344,0.000139,cluster2
1475,1591.110854,0.002911,0.006856,0.000197,cluster2
1476,1574.862444,0.002953,0.005026,0.000118,cluster0
1477,1540.78416,0.0028,0.002368,0.000157,cluster0
1478,1515.691231,0.002185,0.000635,0.000107,cluster0
1479,1519.348122,0.002319,0.000736,0.00014,cluster0
1480,1542.597025,0.002557,0.002651,0.000123,cluster0
1481,1574.915386,0.002121,0.000347,0.000116,cluster0
1482,1547.894237,0.001927,0.000182,0.000099,cluster0
1483,1496.250346,0.002101,0.000679,0.000105,cluster0
1484,1481.935449,0.001842,0.000175,0.000087,cluster0
1485,1443.698939,0.002058,0.000297,0.000106,cluster0
1486,1479.365762,0.002334,0.00067,0.000127,cluster0
1487,1460.087966,0.002537,0.004844,0.000118,cluster0
1488,1467.853978,0.001918,0.000133,0.000096,cluster0
1489,1446.523551,0.002091,0.000173,0.000105,cluster0
1490,1446.364218,0.001926,0.00012,0.000087,cluster0
1491,1477.547724,0.002263,0.002489,0.000089,cluster0
1492,1361.445156,0.00208,0.000208,0.000098,cluster0
1493,1365.826188,0.001909,0.000113,0.000087,cluster0
1494,1405.739019,0.00214,0.000922,0.000095,cluster0
1495,1424.443075,0.002544,0.004886,0.000087,cluster0
1496,1448.659886,0.002084,0.000151,0.000092,cluster0
1497,1312.515033,0.00192,0.00012,0.000121,cluster0
1498,1250.516798,0.001998,0.000132,0.000089,cluster0
1499,1257.491963,0.001979,0.000105,0.000099,cluster0
1500,1349.684814,0.002137,0.000171,0.000115,cluster0
1501,1379.936642,0.002056,0.000128,0.000101,cluster0
1502,1441.171951,0.002832,0.002498,0.000151,cluster0
1503,1395.960859,0.003079,0.002876,0.000128,cluster0
1504,1404.632102,0.003258,0.005233,0.000154,cluster0
1505,1315.032795,0.002801,0.000845,0.000156,cluster0
1506,1318.288684,0.003007,0.002327,0.000151,cluster0
1507,1378.074774,0.003179,0.004409,0.000138,cluster0
1508,1383.514134,0.003503,0.009223,0.000119,cluster0
1509,1382.115327,0.002955,0.003702,0.000169,cluster0
1510,1450.20849,0.003585,0.010295,0.000132,cluster0
1511,1396.690719,0.003198,0.005059,0.000096,cluster0
1512,1444.100406,0.003553,0.008969,0.000102,cluster0
1513,1327.97167,0.003628,0.00779,0.000135,cluster0
1514,1395.465783,0.004081,0.012344,0.000133,cluster0
1515,1446.14228,0.002694,0.00298,0.000074,cluster0
1516,1356.700619,0.003604,0.006558,0.000193,cluster0
1517,1432.933068,0.002475,0.001167,0.000105,cluster0
1518,1400.589988,0.002753,0.002119,0.00012,cluster0
1519,1370.720992,0.002898,0.002066,0.000134,cluster0
1520,1391.66365,0.002834,0.003018,0.000105,cluster0
1521,1446.726427,0.003223,0.004177,0.000126,cluster0
1522,1481.779425,0.003636,0.013011,0.00013,cluster0
1523,1426.814195,0.003648,0.007173,0.000105,cluster0
1524,1463.50591,0.003009,0.004846,0.000097,cluster0
1525,1463.037288,0.002814,0.001333,0.000105,cluster0
1526,1405.844822,0.002517,0.000192,0.000123,cluster0
1527,1384.617594,0.003009,0.003177,0.000093,cluster0
1528,1409.237868,0.003686,0.010715,0.000107,cluster0
1529,1406.286402,0.002273,0.000155,0.000109,cluster0
1530,1382.750171,0.002115,0.000779,0.00009,cluster0
1531,1458.490794,0.002337,0.001152,0.000102,cluster0
1532,1435.565175,0.002375,0.000602,0.000114,cluster0
1533,1417.015892,0.002014,0.000459,0.000098,cluster0
1534,1475.804464,0.00192,0.000197,0.000095,cluster0
1535,1432.127622,0.002616,0.002657,0.000105,cluster0
1536,1353.871414,0.002454,0.00036,0.0001,cluster0
1537,1458.048028,0.003438,0.007322,0.000119,cluster0
1538,1394.67671,0.002343,0.000737,0.000094,cluster0
1539,1426.726461,0.002211,0.000188,0.000083,cluster0
1540,1359.332101,0.002088,0.000138,0.000084,cluster0
1541,1373.54201,0.002511,0.001247,0.000102,cluster0
1542,1328.941194,0.003058,0.003724,0.000157,cluster0
1543,1426.801682,0.003041,0.00718,0.000128,cluster0
1544,1354.238183,0.004148,0.016948,0.000139,cluster0
1545,1375.808015,0.003941,0.014141,0.000132,cluster0
1546,1366.775126,0.002908,0.003159,0.000115,cluster0
1547,1320.762896,0.003369,0.004535,0.000106,cluster0
1548,1288.060826,0.002759,0.001888,0.00013,cluster0
1549,1361.483315,0.003301,0.005754,0.000116,cluster0
1550,1388.715672,0.003507,0.00753,0.000085,cluster0
1551,1394.935451,0.003736,0.011035,0.0001,cluster0
1552,1322.342895,0.003851,0.01155,0.000203,cluster0
1553,1365.491563,0.00386,0.008606,0.000104,cluster0
1554,1360.390074,0.003923,0.013809,0.000048,cluster0
1555,1429.234648,0.003386,0.005533,0.000219,cluster0
1556,1368.50133,0.002707,0.004012,0.000053,cluster0
1557,1322.664951,0.002107,0.000326,0.000092,cluster0
1558,1314.395373,0.001808,0.000081,0.000078,cluster0
1559,1323.509241,0.002607,0.002622,0.000063,cluster0
1560,1362.523967,0.001787,0.000108,0.000081,cluster0
1561,1312.80089,0.002158,0.000724,0.000095,cluster0
1562,1315.047769,0.001933,0.000098,0.000087,cluster0
1563,1378.970352,0.002128,0.001265,0.00006,cluster0
1564,1296.987621,0.001918,0.000095,0.000095,cluster0
1565,1319.394715,0.001946,0.000077,0.000098,cluster0
1566,1407.78064,0.002421,0.002136,0.000098,cluster0
1567,1319.506455,0.001994,0.001474,0.000088,cluster0
1568,1325.986075,0.002613,0.002867,0.000178,cluster0
1569,1303.529223,0.002236,0.000681,0.000141,cluster0
1570,1352.089971,0.001917,0.000704,0.000063,cluster0
1571,1242.170007,0.001938,0.000172,0.00008,cluster0
1572,1289.63386,0.002657,0.004253,0.000079,cluster0
1573,1289.426525,0.002028,0.00133,0.000101,cluster0
1574,1266.828958,0.001842,0.000093,0.000071,cluster0
1575,1283.405807,0.002044,0.000166,0.000159,cluster0
1576,1299.237156,0.001856,0.000106,0.000085,cluster0
1577,1263.973004,0.001975,0.000109,0.000038,cluster0
1578,1267.211017,0.003189,0.006028,0.000111,cluster0
1579,1279.159885,0.002482,0.000811,0.000143,cluster0
1580,1328.526879,0.003056,0.009011,0.000121,cluster0
1581,1280.777459,0.002219,0.001386,0.000058,cluster0
1582,1287.123094,0.001962,0.000087,0.000099,cluster0
1583,1261.38514,0.001997,0.000222,0.000091,cluster0
1584,1235.663786,0.001973,0.000104,0.0001,cluster0
1585,1223.158595,0.001811,0.000118,0.000073,cluster0
1586,1245.061029,0.002336,0.00429,0.000063,cluster0
1587,1173.0086,0.002354,0.000198,0.000156,cluster0
1588,1288.291877,0.003598,0.006948,0.000092,cluster0
1589,1169.978978,0.003159,0.006021,0.0001,cluster0
1590,1247.452632,0.002541,0.000208,0.000081,cluster0
1591,1204.692198,0.003048,0.002257,0.000135,cluster0
1592,1228.195737,0.002396,0.001292,0.000083,cluster0
1593,1187.068476,0.00264,0.001254,0.000112,cluster0
1594,1207.029433,0.002708,0.00237,0.000121,cluster0
1595,1171.914585,0.002841,0.002597,0.000107,cluster0
1596,1211.952193,0.003204,0.002487,0.000111,cluster0
1597,1214.90612,0.002394,0.000151,0.000104,cluster0
1598,1249.673331,0.002672,0.003209,0.000092,cluster0
1599,1222.98581,0.002673,0.002108,0.000108,cluster0
1600,1166.469178,0.002061,0.000171,0.000074,cluster0
1601,1195.059844,0.002152,0.000389,0.000069,cluster0
1602,1221.26041,0.002008,0.000146,0.000111,cluster0
1603,1258.061273,0.002231,0.000193,0.000118,cluster0
1604,1180.271376,0.002523,0.000944,0.000107,cluster0
1605,1128.417485,0.003021,0.004134,0.000104,cluster0
1606,1176.501546,0.002795,0.003647,0.000088,cluster0
1607,1153.371022,0.001947,0.000149,0.00009,cluster0
1608,1171.085817,0.002199,0.000253,0.000078,cluster0
1609,1116.817706,0.002231,0.000347,0.000083,cluster0
1610,1132.353912,0.001962,0.000121,0.000087,cluster0
1611,1186.303653,0.00244,0.000911,0.000111,cluster0
1612,1164.624043,0.002568,0.000581,0.000113,cluster0
1613,1196.619356,0.003588,0.007884,0.000106,cluster0
1614,1221.866919,0.003185,0.002203,0.000113,cluster0
1615,1093.107223,0.00284,0.002111,0.000125,cluster0
1616,1094.402052,0.003116,0.004845,0.000122,cluster0
1617,1163.298404,0.003506,0.008332,0.000141,cluster0
1618,1164.702846,0.003031,0.004009,0.000086,cluster0
1619,1073.841247,0.002714,0.002581,0.000138,cluster0
1620,1061.0441,0.002503,0.001273,0.000133,cluster0
1621,1181.502655,0.002924,0.002228,0.000105,cluster0
1622,1164.8306,0.002778,0.002162,0.000131,cluster0
1623,1139.427495,0.002673,0.000225,0.000146,cluster0
1624,1125.975861,0.00293,0.003392,0.000121,cluster0
1625,1009.225232,0.002726,0.0005,0.000113,cluster0
1626,1053.932672,0.002282,0.004412,0.000078,cluster0
1627,1113.034777,0.002012,0.000121,0.000099,cluster0
1628,1089.057483,0.001959,0.000315,0.000071,cluster0
1629,1111.177618,0.001963,0.000157,0.000089,cluster0
1630,1127.504242,0.002164,0.000968,0.000078,cluster0
1631,1081.235911,0.001971,0.001051,0.0001,cluster0
1632,1143.122506,0.001855,0.000115,0.000098,cluster0
1633,1177.107671,0.002,0.00012,0.000122,cluster0
1634,1137.92015,0.001897,0.001372,0.000058,cluster0
1635,1103.551674,0.001825,0.000112,0.000057,cluster0
1636,1137.946391,0.002035,0.00041,0.000073,cluster0
1637,1146.492881,0.0026,0.001348,0.000086,cluster0
1638,1155.945268,0.002626,0.003908,0.000114,cluster0
1639,1150.047989,0.002007,0.000229,0.000094,cluster0
1640,1179.857473,0.001925,0.000101,0.000139,cluster0
1641,1167.295218,0.001918,0.000122,0.000062,cluster0
1642,1145.753745,0.001831,0.000103,0.000081,cluster0
1643,1074.996476,0.001995,0.001037,0.000072,cluster0
1644,1217.677336,0.001821,0.000117,0.000088,cluster0
1645,1124.063587,0.002024,0.000096,0.000088,cluster0
1646,1123.019702,0.001869,0.000093,0.00008,cluster0
1647,1131.581628,0.002091,0.000116,0.000069,cluster0
1648,1230.891373,0.001798,0.000099,0.000074,cluster0
1649,1187.987202,0.002132,0.000226,0.0001,cluster0
1650,1208.179951,0.00194,0.000113,0.00009,cluster0
1651,1185.925745,0.002838,0.002622,0.000143,cluster0
1652,1195.242155,0.002528,0.000181,0.000158,cluster0
1653,1196.214438,0.002084,0.000126,0.000091,cluster0
1654,1279.16691,0.002183,0.00013,0.000108,cluster0
1655,1316.534798,0.002309,0.000171,0.000116,cluster0
1656,1233.767954,0.002237,0.000151,0.000147,cluster0
1657,1170.344782,0.002176,0.000176,0.000094,cluster0
1658,1309.890486,0.002706,0.000424,0.000137,cluster0
1659,1254.243617,0.002506,0.000291,0.000112,cluster0
1660,1203.764835,0.002647,0.000299,0.00013,cluster0
1661,1215.631572,0.002453,0.000195,0.000133,cluster0
1662,1209.813695,0.002596,0.000806,0.0001,cluster0
1663,1208.934015,0.002577,0.00022,0.000127,cluster0
1664,1309.602415,0.002649,0.001295,0.000132,cluster0
1665,1284.951647,0.002559,0.000265,0.000134,cluster0
1666,1283.219439,0.00299,0.001017,0.000153,cluster0
1667,1196.483435,0.002732,0.000255,0.000113,cluster0
1668,1264.49187,0.002567,0.001397,0.000124,cluster0
1669,1363.429615,0.002627,0.000358,0.000127,cluster0
1670,1326.90723,0.002399,0.001416,0.00011,cluster0
1671,1224.999038,0.002592,0.003017,0.000104,cluster0
1672,1370.344438,0.002692,0.000224,0.000125,cluster0
1673,1331.224494,0.002595,0.000647,0.000118,cluster0
1674,1230.164333,0.002951,0.002955,0.000153,cluster0
1675,1291.581976,0.002358,0.000519,0.000112,cluster0
1676,1269.91977,0.002387,0.001002,0.000102,cluster0
1677,1279.266727,0.002682,0.001632,0.000088,cluster0
1678,1281.99102,0.002575,0.000239,0.000126,cluster0
1679,1339.308522,0.002728,0.002526,0.000163,cluster0
1680,1359.410242,0.002771,0.000925,0.000161,cluster0
1681,1437.697338,0.002824,0.000782,0.000213,cluster0
1682,1336.254221,0.002139,0.000178,0.000104,cluster0
1683,1375.919084,0.002207,0.000152,0.000083,cluster0
1684,1381.266385,0.002159,0.000138,0.000107,cluster0
1685,1371.583301,0.00268,0.000311,0.000133,cluster0
1686,1399.004033,0.002078,0.000153,0.000103,cluster0
1687,1445.873804,0.00281,0.00117,0.000143,cluster0
1688,1421.667281,0.002779,0.001272,0.000155,cluster0
1689,1508.958336,0.002868,0.001728,0.000144,cluster0
1690,1426.490978,0.00278,0.000745,0.000132,cluster0
1691,1333.433975,0.002554,0.000598,0.000157,cluster0
1692,1353.294607,0.00221,0.00017,0.00013,cluster0
1693,1397.861168,0.002044,0.000156,0.000125,cluster0
1694,1360.023152,0.002008,0.000132,0.000094,cluster0
1695,1424.517625,0.00217,0.000178,0.000112,cluster0
1696,1479.49447,0.002478,0.000592,0.000169,cluster0
1697,1424.519942,0.002445,0.001112,0.000188,cluster0
1698,1451.098214,0.003003,0.002071,0.000169,cluster0
1699,1509.783578,0.002083,0.000185,0.000102,cluster0
1700,1598.753906,0.002135,0.000152,0.000105,cluster0
1701,1492.944179,0.001951,0.000172,0.000111,cluster0
1702,1490.714285,0.002047,0.000147,0.000101,cluster0
1703,1557.455637,0.001969,0.000216,0.000108,cluster0
1704,1500.216841,0.002191,0.000241,0.000119,cluster0
1705,1473.687619,0.001989,0.000149,0.000123,cluster0
1706,1461.095821,0.00189,0.000145,0.000071,cluster0
1707,1556.609461,0.002047,0.00017,0.000115,cluster0
1708,1565.315825,0.002133,0.000174,0.000157,cluster0
1709,1547.91149,0.00208,0.000281,0.000114,cluster0
1710,1587.597699,0.001943,0.000166,0.000118,cluster0
1711,1561.810828,0.002762,0.000988,0.00014,cluster0
1712,1610.468302,0.002899,0.000863,0.000187,cluster2
1713,1528.245903,0.002642,0.001498,0.000136,cluster0
1714,1598.820065,0.002558,0.000236,0.000163,cluster0
1715,1600.039227,0.002391,0.000214,0.000133,cluster0
1716,1563.897766,0.002504,0.001876,0.000147,cluster0
1717,1615.13869,0.002902,0.001831,0.000138,cluster2
1718,1592.007617,0.002663,0.001091,0.00012,cluster0
1719,1625.83967,0.002648,0.00205,0.000116,cluster0
1720,1690.143245,0.002465,0.001124,0.000124,cluster2
1721,1681.530754,0.002593,0.000206,0.000146,cluster2
1722,1631.07802,0.002785,0.000332,0.000183,cluster2
1723,1686.447261,0.003375,0.009044,0.000158,cluster2
1724,1690.342424,0.003237,0.005075,0.000175,cluster2
1725,1568.206773,0.002736,0.002403,0.000185,cluster2
1726,1643.152028,0.002649,0.000518,0.000168,cluster2
1727,1598.121537,0.002615,0.001191,0.000129,cluster0
1728,1701.45035,0.003106,0.004064,0.000188,cluster2
1729,1600.153602,0.002626,0.002522,0.000133,cluster0
1730,1889.655827,0.003433,0.004728,0.000192,cluster2
1731,1693.974848,0.002882,0.000445,0.000114,cluster2
1732,1637.569447,0.002875,0.000381,0.000157,cluster2
1733,1638.674295,0.002565,0.000307,0.000134,cluster0
1734,1667.647836,0.002725,0.001914,0.000142,cluster2
1735,1686.908525,0.002834,0.000455,0.000166,cluster2
1736,1614.982743,0.002155,0.000168,0.000103,cluster0
1737,1675.359372,0.003197,0.002941,0.000234,cluster2
1738,1654.64414,0.003071,0.002563,0.000143,cluster2
1739,1680.902963,0.002722,0.000551,0.00016,cluster2
1740,1748.810571,0.003024,0.000883,0.000193,cluster2
1741,1778.437925,0.00263,0.000486,0.000185,cluster2
1742,1766.396531,0.002506,0.00047,0.000172,cluster2
1743,1791.586209,0.002648,0.001281,0.000155,cluster2
1744,1716.738838,0.002648,0.000308,0.000177,cluster2
1745,1755.255637,0.003029,0.001013,0.000178,cluster2
1746,1885.115401,0.003033,0.001527,0.00019,cluster2
1747,1732.099974,0.00275,0.001482,0.000158,cluster2
1748,1731.885347,0.002648,0.000273,0.000133,cluster2
